lambda,V5,V7,V3,tap9,B5,Qshunt5,Pg1,Pg2,Pg2_requested,Qg2,Qc2,C2mode,C2Vdc,Ic1,Ic2,Ic3,Uc1,Uc2,Uc3,AC_error_MVA,DC_error_MW,bridge_error_MW,station_U_error_pu,station_I_error_pu,station_S_error_MVA,loss_error_MW,PQ_schedule_error,cap_margin_MVA,bus6_type,Pload5,Qload5
0,0.995073382098997,0.981252420237628,1,1.01111111111111,0,0,133.563498005811,40,40,-15.3071800343018,0.585082359325398,2,1,0.477935665002906,0.138215230151095,0.236869224557431,0.989666276775489,1.00026309598062,0.997458068723197,2.21339838927532e-10,5.75539615965681e-13,6.10844708148761e-13,8.72635297355373e-14,1.30784272300843e-13,2.18630319356842e-10,0,1.84804171965425e-10,78.769167767047,2,60,10
0.0918262965000641,0.984333925322641,0.980041679811531,1,1.01111111111111,0,0,134.367502093719,62.0383111600154,62.0383111600154,-14.831082746067,5.43324864606356,2,1,0.478436162483318,0.142803363176754,0.239453557712317,0.988597654253297,1.00216834938451,0.986746812948115,3.31251211939253e-10,4.43378667114303e-12,2.40918396343659e-13,6.92779167366098e-14,4.16500167688127e-13,1.77584240446666e-10,2.22044604925031e-16,2.01438865587988e-10,78.6113302904694,2,82.0383111600154,13.6730518600026
0.182849558322944,0.972953681715901,0.978718548373082,1,1.01111111111111,0,0,135.57228691939,83.8838939975066,83.8838939975066,-13.6681372620087,10.8086459268549,2,1,0.47904171167761,0.155750567707646,0.242254348613421,0.987307675646193,1.00428078522228,0.975397212393201,3.60833928708614e-10,3.31112914864207e-12,3.65485419706602e-13,1.33670852164869e-13,8.10740363732521e-13,3.27931128835714e-10,0,2.07521111406095e-10,78.420804499444,2,103.883893997507,17.3139823329178
0.272774675671641,0.960919364242074,0.977280782900663,1,1.01111111111111,0,0,137.192502037011,105.465922161194,105.465922161194,-11.8144313286572,16.7225512706694,2,1,0.479754888251745,0.177401683199358,0.245288282416241,0.985792537996718,1.00660483383054,0.96339618373007,3.25241725412584e-10,4.50484094471904e-12,3.11972669919669e-13,8.5043083686287e-14,1.05909725434117e-12,2.21426640375018e-10,2.22044604925031e-16,2.36544117626636e-10,78.1970323658588,2,125.465922161194,20.9109870268656
0.36127233916474,0.952883743100849,0.976268079572507,1,1.01111111111111,5,4.53993713932943,139.110884993162,126.705361399538,126.705361399538,-10.7399823950901,20.9488228562673,2,1,0.480223662502604,0.196283734159824,0.247356784825587,0.984799046536261,1.00826566989876,0.955383315772221,7.36458917594689e-07,2.09749416058003e-07,6.74474898154642e-09,3.10529379987656e-13,1.65971680843313e-11,2.41787312530736e-09,0,2.11957058127155e-07,78.0503079233245,2,146.705361399538,24.4508935665896
0.448262245535309,0.948901358227536,0.975682866385425,1,1.01111111111111,15,13.506206814691,141.286546318668,147.582938928474,147.582938928474,-10.4606501021038,23.474110841983,2,1,0.480444878740584,0.208567058468277,0.248394900916884,0.984330877907523,1.00925805364018,0.951412367630835,8.13472626535866e-07,2.32308821068727e-07,6.92104507038493e-09,3.1818991885757e-13,1.88459525762852e-11,2.72144166115518e-09,0,2.34785652253322e-07,77.981167576676,2,167.582938928474,27.9304898214124
0.533722343622591,0.934169235040906,0.973732397617104,1,1.01111111111111,15,13.0900823954537,162.554900610989,150,168.093362469422,-4.79136881307971,32.2353358901495,2,1,0.481830723378581,0.255226404773622,0.25231216310114,0.981407600067261,1.01270101411312,0.936723507286663,3.0466873098712e-10,9.59232693276135e-13,3.50164341966774e-13,9.57012247226885e-14,1.46105350040671e-12,2.51680475843172e-10,0,1.23797860851482e-10,77.5494714461585,2,188.093362469422,31.3488937449036
0.6063049654484,0.920690041997203,0.971917542059729,1,1.01111111111111,15,12.7150523014922,183.239611408705,150,185.513191707616,0.696229383879768,40.4940494904358,2,1,0.483165675687507,0.302950576347068,0.256006092869028,0.978607298796795,1.01594648703148,0.923285267473467,1.01931265970991e-10,1.57740487338742e-12,8.63753513158372e-14,1.51323398256409e-13,1.58384416693025e-12,3.64276907523496e-10,0,3.0969005138104e-10,77.1359701646923,2,205.513191707616,34.252198617936
0.676199699285559,0.906802142108067,0.970028761368553,1,1.01111111111111,15,12.3343518739767,203.682717985197,150,202.287927828534,6.43918268292032,49.1314848938841,2,1,0.484570689710361,0.355131168852226,0.259926889726709,0.975676450816228,1.01934077747086,0.909441005103515,2.29002782860011e-10,1.02318153949454e-12,5.32462962610225e-13,5.18474152499948e-14,6.14674977583718e-13,1.25645545203465e-10,2.22044604925031e-16,9.46158706938149e-11,76.7032280980273,2,222.287927828534,37.0479879714224
0.743040725658457,0.892556487966285,0.968074098458217,1,1.01111111111111,15,11.9498562631606,223.776346445017,150,218.32977415803,12.4098041383403,58.107808418812,2,1,0.486040090156581,0.410882261224114,0.264075454689358,0.972629152841707,1.02286823145984,0.895241715931898,1.93944592927448e-10,1.19371179607697e-12,7.49400541621981e-13,6.97220059464598e-14,1.13237197396643e-12,1.86421481766109e-10,0,4.34354774370149e-11,76.253331607848,2,238.32977415803,39.7216290263383
