step_index,lambda,load_multiplier,min_VM_pu,max_VM_pu
33,0.0122323002285441,1.01223230022854,0.80178742,1.17104532
34,0.0126338097232459,1.01263380972325,0.80178742,1.17104532
35,0.0130352628907898,1.01303526289079,0.80178742,1.17104532
36,0.0134366596381341,1.01343665963813,0.80178742,1.17104532
37,0.0138379998717182,1.01383799987172,0.80178742,1.17104532
38,0.0142392834980792,1.01423928349808,0.80178742,1.17104532
39,0.0146405104234268,1.01464051042343,0.80178742,1.17104532
40,0.015041680553639,1.01504168055364,0.80178742,1.17104532
41,0.0154427937946043,1.0154427937946,0.80178742,1.17104532
42,0.0158438500519729,1.01584385005197,0.80178742,1.17104532
43,0.0162448492310167,1.01624484923102,0.80178742,1.17104532
44,0.0166457912369676,1.01664579123697,0.80178742,1.17104532
45,0.0170466759748259,1.01704667597483,0.80178742,1.17104532
46,0.0174475033492787,1.01744750334928,0.80178742,1.17104532
47,0.01784827326497,1.01784827326497,0.80178742,1.17104532
48,0.018248985626242,1.01824898562624,0.80178742,1.17104532
49,0.0186496403370804,1.01864964033708,0.80178742,1.17104532
50,0.019050237301496,1.0190502373015,0.80178742,1.17104532
51,0.0194507764231948,1.01945077642319,0.80178742,1.17104532
52,0.0198512576056244,1.01985125760562,0.80178742,1.17104532
53,0.0202516807519923,1.02025168075199,0.80178742,1.17104532
54,0.0206520457653643,1.02065204576536,0.80178742,1.17104532
55,0.0210523525485928,1.02105235254859,0.80178742,1.17104532
56,0.0214526010041818,1.02145260100418,0.80178742,1.17104532
57,0.021852791034494,1.02185279103449,0.80178742,1.17104532
58,0.0222529225416611,1.02225292254166,0.80178742,1.17104532
59,0.0226529954275733,1.02265299542757,0.80178742,1.17104532
60,0.0230530095939417,1.02305300959394,0.80178742,1.17104532
61,0.0234529649421606,1.02345296494216,0.80178742,1.17104532
62,0.0238528613734122,1.02385286137341,0.80178742,1.17104532
63,0.0242526987886853,1.02425269878869,0.80178742,1.17104532
64,0.024652477088714,1.02465247708871,0.80178742,1.17104532
65,0.0250521961739193,1.02505219617392,0.80178742,1.17104532
66,0.0254518559446518,1.02545185594465,0.80178742,1.17104532
67,0.0258514563007812,1.02585145630078,0.80178742,1.17104532
68,0.026250997142182,1.02625099714218,0.80178742,1.17104532
69,0.0266504783683068,1.02665047836831,0.80178742,1.17104532
70,0.027049899878433,1.02704989987843,0.80178742,1.17104532
71,0.0274492615715512,1.02744926157155,0.80178742,1.17104532
72,0.0278485633464533,1.02784856334645,0.80178742,1.17104532
73,0.0282478051016655,1.02824780510167,0.80178742,1.17104532
74,0.0286469867354254,1.02864698673543,0.80178742,1.17104532
75,0.0290461081457211,1.02904610814572,0.80178742,1.17104532
76,0.0294451692303095,1.02944516923031,0.80178742,1.17104532
77,0.0298441698866676,1.02984416988667,0.80178742,1.17104532
78,0.0302431100120151,1.03024311001202,0.80178742,1.17104532
79,0.0306419895033193,1.03064198950332,0.80178742,1.17104532
80,0.0310408082572669,1.03104080825727,0.80178742,1.17104532
81,0.0314395661702687,1.03143956617027,0.80178742,1.17104532
82,0.0318382631384743,1.03183826313847,0.80178742,1.17104532
83,0.0322368990578938,1.03223689905789,0.80178742,1.17104532
84,0.0326354738239393,1.03263547382394,0.80178742,1.17104532
85,0.0330339873320873,1.03303398733209,0.80178742,1.17104532
86,0.0334324394773311,1.03343243947733,0.80178742,1.17104532
87,0.0338308301544899,1.03383083015449,0.80178742,1.17104532
88,0.0342291592580067,1.03422915925801,0.80178742,1.17104532
89,0.0346274266821965,1.0346274266822,0.80178742,1.17104532
90,0.0350256323210052,1.03502563232101,0.80178742,1.17104532
91,0.0354237760678764,1.03542377606788,0.80178742,1.17104532
92,0.035821857816388,1.03582185781639,0.80178742,1.17104532
93,0.0362198774595142,1.03621987745951,0.80178742,1.17104532
94,0.0366178348900282,1.03661783489003,0.80178742,1.17104532
95,0.0370157300004254,1.03701573000043,0.80178742,1.17104532
96,0.0374135626829365,1.03741356268294,0.80178742,1.17104532
97,0.0378113328293495,1.03781133282935,0.80178742,1.17104532
98,0.0382090403312765,1.03820904033128,0.80178742,1.17104532
99,0.0386066850800099,1.03860668508001,0.80178742,1.17104532
100,0.0390042669665551,1.03900426696656,0.80178742,1.17104532
101,0.0394017858814947,1.03940178588149,0.80178742,1.17104532
102,0.0397992417152737,1.03979924171527,0.80178742,1.17104532
103,0.0401966343578225,1.04019663435782,0.80178742,1.17104532
104,0.0405939636989319,1.04059396369893,0.80178742,1.17104532
105,0.0409912296280662,1.04099122962807,0.80178742,1.17104532
106,0.041388432034148,1.04138843203415,0.80178742,1.17104532
107,0.0417855708061301,1.04178557080613,0.80178742,1.17104532
108,0.0421826458323321,1.04218264583233,0.80178742,1.17104532
109,0.0425796570009013,1.0425796570009,0.80178742,1.17104532
110,0.0429766041996576,1.04297660419966,0.80178742,1.17104532
111,0.0433734873160241,1.04337348731602,0.80178742,1.17104532
112,0.0437703062371075,1.04377030623711,0.80178742,1.17104532
113,0.0441670608497272,1.04416706084973,0.80178742,1.17104532
114,0.0445637510402901,1.04456375104029,0.80178742,1.17104532
115,0.0449603766949061,1.04496037669491,0.80178742,1.17104532
116,0.045356937699352,1.04535693769935,0.80178742,1.17104532
117,0.0457534339390536,1.04575343393905,0.80178742,1.17104532
118,0.0461498652990076,1.04614986529901,0.80178742,1.17104532
119,0.0465462316640212,1.04654623166402,0.80178742,1.17104532
120,0.0469425329183969,1.0469425329184,0.80178742,1.17104532
121,0.0473387689460325,1.04733876894603,0.80178742,1.17104532
122,0.0477349396308396,1.04773493963084,0.80178742,1.17104532
123,0.048131044855797,1.0481310448558,0.80178742,1.17104532
124,0.0485270845040335,1.04852708450403,0.80178742,1.17104532
125,0.0489230584579886,1.04892305845799,0.80178742,1.17104532
126,0.0493189665997781,1.04931896659978,0.80178742,1.17104532
127,0.0497148088113319,1.04971480881133,0.80178742,1.17104532
128,0.0501105849740037,1.050110584974,0.80178742,1.17104532
129,0.0505062949688486,1.05050629496885,0.80178742,1.17104532
130,0.0509019386765277,1.05090193867653,0.80178742,1.17104532
131,0.0512975159773344,1.05129751597733,0.80178742,1.17104532
132,0.0516930267510908,1.05169302675109,0.80178742,1.17104532
133,0.0520884708773688,1.05208847087737,0.80178742,1.17104532
134,0.0524838482351995,1.0524838482352,0.80178742,1.17104532
135,0.0528791587033247,1.05287915870332,0.80178742,1.17104532
136,0.0532744021600742,1.05327440216007,0.80178742,1.17104532
137,0.0536695784833158,1.05366957848332,0.80178742,1.17104532
138,0.0540646875505662,1.05406468755057,0.80178742,1.17104532
139,0.0544597292388337,1.05445972923883,0.80178742,1.17104532
140,0.0548547034248568,1.05485470342486,0.80178742,1.17104532
141,0.05524960998485,1.05524960998485,0.80178742,1.17104532
142,0.0556444487947181,1.05564444879472,0.80178742,1.17104532
143,0.0560392197298457,1.05603921972985,0.80178742,1.17104532
144,0.0564339226651555,1.05643392266516,0.80178742,1.17104532
145,0.056828557475291,1.05682855747529,0.80178742,1.17104532
146,0.0572231240342779,1.05722312403428,0.80178742,1.17104532
147,0.0576176222158474,1.05761762221585,0.80178742,1.17104532
148,0.0580120518933384,1.05801205189334,0.80178742,1.17104532
149,0.0584064129394089,1.05840641293941,0.80178742,1.17104532
150,0.0588007052265116,1.05880070522651,0.80178742,1.17104532
151,0.0591949286265307,1.05919492862653,0.80178742,1.17104532
152,0.0595890830109057,1.05958908301091,0.80178742,1.17104532
153,0.0599831682506293,1.05998316825063,0.80178742,1.17104532
154,0.0603771842162472,1.06037718421625,0.80178742,1.17104532
155,0.060771130777859,1.06077113077786,0.80178742,1.17104532
156,0.0611650078050416,1.06116500780504,0.80178742,1.17104532
157,0.0615588151668988,1.0615588151669,0.80178742,1.17104532
158,0.061952552732101,1.0619525527321,0.80178742,1.17104532
159,0.062346220368832,1.06234622036883,0.80178742,1.17104532
160,0.0627398179448321,1.06273981794483,0.80178742,1.17104532
161,0.0631333453271928,1.06313334532719,0.80178742,1.17104532
162,0.0635268023826916,1.06352680238269,0.80178742,1.17104532
163,0.0639201889775376,1.06392018897754,0.80178742,1.17104532
164,0.0643135049774201,1.06431350497742,0.80178742,1.17104532
165,0.0647067502476306,1.06470675024763,0.80178742,1.17104532
166,0.06509992465278,1.06509992465278,0.80178742,1.17104532
167,0.0654930280570713,1.06549302805707,0.80178742,1.17104532
168,0.0658860603241855,1.06588606032419,0.80178742,1.17104532
169,0.0662790213173362,1.06627902131734,0.80178742,1.17104532
170,0.0666719108990877,1.06667191089909,0.80178742,1.17104532
171,0.0670647289315915,1.06706472893159,0.80178742,1.17104532
172,0.0674574752763359,1.06745747527634,0.80178742,1.17104532
173,0.0678501497944388,1.06785014979444,0.80178742,1.17104532
174,0.0682427523463076,1.06824275234631,0.80178742,1.17104532
175,0.0686352827919774,1.06863528279198,0.80178742,1.17104532
176,0.0690277409907324,1.06902774099073,0.80178742,1.17104532
177,0.0694201268014767,1.06942012680148,0.80178742,1.17104532
178,0.0698124400824596,1.06981244008246,0.80178742,1.17104532
179,0.0702046806913766,1.07020468069138,0.80178742,1.17104532
180,0.0705968484853991,1.0705968484854,0.80178742,1.17104532
181,0.0709889433210477,1.07098894332105,0.80178742,1.17104532
182,0.0713809650542839,1.07138096505428,0.80178742,1.17104532
183,0.0717729135405663,1.07177291354057,0.80178742,1.17104532
184,0.072164788634665,1.07216478863467,0.80178742,1.17104532
185,0.0725565901908026,1.0725565901908,0.80178742,1.17104532
186,0.0729483180625575,1.07294831806256,0.80178742,1.17104532
187,0.0733399721030002,1.073339972103,0.80178742,1.17104532
188,0.0737315521644919,1.07373155216449,0.80178742,1.17104532
189,0.074123058098821,1.07412305809882,0.80178742,1.17104532
190,0.0745144897571481,1.07451448975715,0.80178742,1.17104532
191,0.0749058469899411,1.07490584698994,0.80178742,1.17104532
192,0.0752971296472169,1.07529712964722,0.80178742,1.17104532
193,0.0756883375782333,1.07568833757823,0.80178742,1.17104532
194,0.0760794706315259,1.07607947063153,0.80178742,1.17104532
195,0.0764705286550757,1.07647052865508,0.80178742,1.17104532
196,0.0768615114963241,1.07686151149632,0.80178742,1.17104532
197,0.0772524190018757,1.07725241900188,0.80178742,1.17104532
198,0.0776432510176874,1.07764325101769,0.80178742,1.17104532
199,0.0780340073891341,1.07803400738913,0.80178742,1.17104532
200,0.0784246879608107,1.07842468796081,0.80178742,1.17104532
201,0.0788152925767643,1.07881529257676,0.80178742,1.17104532
202,0.0792058210802906,1.07920582108029,0.80178742,1.17104532
203,0.0795962733138569,1.07959627331386,0.80178742,1.17104532
204,0.0799866491194917,1.07998664911949,0.80178742,1.17104532
205,0.0803769483382611,1.08037694833826,0.80178742,1.17104532
206,0.0807671708107973,1.0807671708108,0.80178742,1.17104532
207,0.0811573163765702,1.08115731637657,0.80178742,1.17104532
208,0.081547384874852,1.08154738487485,0.80178742,1.17104532
209,0.0819373761438477,1.08193737614385,0.80178742,1.17104532
210,0.0823272900211148,1.08232729002111,0.80178742,1.17104532
211,0.082717126343464,1.08271712634346,0.80178742,1.17104532
212,0.08310688494691,1.08310688494691,0.80178742,1.17104532
213,0.0834965656668005,1.0834965656668,0.80178742,1.17104532
214,0.0838861683376048,1.0838861683376,0.80178742,1.17104532
215,0.0842756927931665,1.08427569279317,0.80178742,1.17104532
216,0.0846651388664098,1.08466513886641,0.80178742,1.17104532
217,0.0850545063895207,1.08505450638952,0.80178742,1.17104532
218,0.0854437951939239,1.08544379519392,0.80178742,1.17104532
219,0.0858330051101635,1.08583300511016,0.80178742,1.17104532
220,0.0862221359681371,1.08622213596814,0.80178742,1.17104532
221,0.0866111875966635,1.08661118759666,0.80178742,1.17104532
222,0.0870001598240449,1.08700015982404,0.80178742,1.17104532
223,0.0873890524774372,1.08738905247744,0.80178742,1.17104532
224,0.0877778653834509,1.08777786538345,0.80178742,1.17104532
225,0.0881665983677183,1.08816659836772,0.80178742,1.17104532
226,0.0885552512549913,1.08855525125499,0.80178742,1.17104532
227,0.0889438238691069,1.08894382386911,0.80178742,1.17104532
228,0.0893323160332567,1.08933231603326,0.80178742,1.17104532
229,0.0897207275695609,1.08972072756956,0.80178742,1.17104532
230,0.090109058299204,1.0901090582992,0.80178742,1.17104532
231,0.0904973080426913,1.09049730804269,0.80178742,1.17104532
232,0.0908854766194935,1.09088547661949,0.80178742,1.17104532
233,0.0912735638481496,1.09127356384815,0.80178742,1.17104532
234,0.0916615695463455,1.09166156954635,0.80178742,1.17104532
235,0.0920494935308199,1.09204949353082,0.80178742,1.17104532
236,0.0924373356173422,1.09243733561734,0.80178742,1.17104532
237,0.0928250956207894,1.09282509562079,0.80178742,1.17104532
238,0.0932127733550011,1.093212773355,0.80178742,1.17104532
239,0.093600368632945,1.09360036863294,0.80178742,1.17104532
240,0.0939878812665538,1.09398788126655,0.80178742,1.17104532
241,0.0943753110667861,1.09437531106679,0.80178742,1.17104532
242,0.0947626578436302,1.09476265784363,0.80178742,1.17104532
243,0.0951499214061036,1.0951499214061,0.80178742,1.17104532
244,0.0955371015621207,1.09553710156212,0.80178742,1.17104532
245,0.0959241981186199,1.09592419811862,0.80178742,1.17104532
246,0.0963112108816028,1.0963112108816,0.80178742,1.17104532
247,0.0966981396558309,1.09669813965583,0.80178742,1.17104532
248,0.097084984245216,1.09708498424522,0.80178742,1.17104532
249,0.0974717444524125,1.09747174445241,0.80178742,1.17104532
250,0.0978584200792483,1.09785842007925,0.80178742,1.17104532
251,0.0982450109262498,1.09824501092625,0.80178742,1.17104532
252,0.0986315167929084,1.09863151679291,0.80178742,1.17104532
253,0.0990179374776549,1.09901793747765,0.80178742,1.17104532
254,0.0994042727778776,1.09940427277788,0.80178742,1.17104532
255,0.0997905224896077,1.09979052248961,0.80178742,1.17104532
256,0.100176686407975,1.10017668640797,0.80178742,1.17104532
257,0.100562764326857,1.10056276432686,0.80178742,1.17104532
258,0.100948756039023,1.10094875603902,0.80178742,1.17104532
259,0.101334661335915,1.10133466133592,0.80178742,1.17104532
260,0.101720480007984,1.10172048000798,0.80178742,1.17104532
261,0.102106211844442,1.10210621184444,0.80178742,1.17104532
262,0.102491856633215,1.10249185663321,0.80178742,1.17104532
263,0.102877414161122,1.10287741416112,0.80178742,1.17104532
264,0.103262884213639,1.10326288421364,0.80178742,1.17104532
265,0.103648266575082,1.10364826657508,0.80178742,1.17104532
266,0.104033561028455,1.10403356102845,0.80178742,1.17104532
267,0.104418767355548,1.10441876735555,0.80178742,1.17104532
268,0.104803885336893,1.10480388533689,0.80178742,1.17104532
269,0.105188914751583,1.10518891475158,0.80178742,1.17104532
270,0.105573855377575,1.10557385537757,0.80178742,1.17104532
271,0.105958706991383,1.10595870699138,0.80178742,1.17104532
272,0.106343469368278,1.10634346936828,0.80178742,1.17104532
273,0.106728142282107,1.10672814228211,0.80178742,1.17104532
274,0.107112725505415,1.10711272550542,0.80178742,1.17104532
275,0.107497218809344,1.10749721880934,0.80178742,1.17104532
276,0.10788162196363,1.10788162196363,0.80178742,1.17104532
277,0.108265934736622,1.10826593473662,0.80178742,1.17104532
278,0.108650156895262,1.10865015689526,0.80178742,1.17104532
279,0.109034288205085,1.10903428820508,0.80178742,1.17104532
280,0.109418328430028,1.10941832843003,0.80178742,1.17104532
281,0.109802277332794,1.10980227733279,0.80178742,1.17104532
282,0.110186134674381,1.11018613467438,0.80178742,1.17104532
283,0.110569900214557,1.11056990021456,0.80178742,1.17104532
284,0.110953573711221,1.11095357371122,0.80178742,1.17104532
285,0.11133715492105,1.11133715492105,0.80178742,1.17104532
286,0.111720643599057,1.11172064359906,0.80178742,1.17104532
287,0.112104039498752,1.11210403949875,0.80178742,1.17104532
288,0.112487342371977,1.11248734237198,0.80178742,1.17104532
289,0.112870551968972,1.11287055196897,0.80178742,1.17104532
290,0.113253668038529,1.11325366803853,0.80178742,1.17104532
291,0.113636690327626,1.11363669032763,0.80178742,1.17104532
292,0.114019618581798,1.1140196185818,0.80178742,1.17104532
293,0.114402452544683,1.11440245254468,0.80178742,1.17104532
294,0.114785191958379,1.11478519195838,0.80178742,1.17104532
295,0.115167836563245,1.11516783656324,0.80178742,1.17104532
296,0.11555038609802,1.11555038609802,0.80178742,1.17104532
297,0.115932840299457,1.11593284029946,0.80178742,1.17104532
298,0.116315198902911,1.11631519890291,0.80178742,1.17104532
299,0.116697461641567,1.11669746164157,0.80178742,1.17104532
300,0.117079628247207,1.11707962824721,0.80178742,1.17104532
301,0.117461698449527,1.11746169844953,0.80178742,1.17104532
302,0.117843671976387,1.11784367197639,0.80178742,1.17104532
303,0.11822554855398,1.11822554855398,0.80178742,1.17104532
304,0.118607327906545,1.11860732790655,0.80178742,1.17104532
305,0.118989009756285,1.11898900975628,0.80178742,1.17104532
306,0.119370593823688,1.11937059382369,0.80178742,1.17104532
307,0.119752079827179,1.11975207982718,0.80178742,1.17104532
308,0.120133467483276,1.12013346748328,0.80178742,1.17104532
309,0.120514756506479,1.12051475650648,0.80178742,1.17104532
310,0.120895946609251,1.12089594660925,0.80178742,1.17104532
311,0.121277037502163,1.12127703750216,0.80178742,1.17104532
312,0.121658028893598,1.1216580288936,0.80178742,1.17104532
313,0.122038920489922,1.12203892048992,0.80178742,1.17104532
314,0.122419711995358,1.12241971199536,0.80178742,1.17104532
315,0.122800403112129,1.12280040311213,0.80178742,1.17104532
316,0.123180993540175,1.12318099354017,0.80178742,1.17104532
317,0.123561482977268,1.12356148297727,0.80178742,1.17104532
318,0.123941871119102,1.1239418711191,0.80178742,1.17104532
319,0.124322157659057,1.12432215765906,0.80178742,1.17104532
320,0.12470234228823,1.12470234228823,0.80178742,1.17104532
321,0.125082424695516,1.12508242469552,0.80178742,1.17104532
322,0.125462404567554,1.12546240456755,0.80178742,1.17104532
323,0.125842281588571,1.12584228158857,0.80178742,1.17104532
324,0.126222055440411,1.12622205544041,0.80178742,1.17104532
325,0.126601725802624,1.12660172580262,0.80178742,1.17104532
326,0.12698129235227,1.12698129235227,0.80178742,1.17104532
327,0.127360754764122,1.12736075476412,0.80178742,1.17104532
328,0.127740112710216,1.12774011271022,0.80178742,1.17104532
329,0.128119365860353,1.12811936586035,0.80178742,1.17104532
330,0.12849851388169,1.12849851388169,0.80178742,1.17104532
331,0.128877556438828,1.12887755643883,0.80178742,1.17104532
332,0.129256493193718,1.12925649319372,0.80178742,1.17104532
333,0.129635323805898,1.1296353238059,0.80178742,1.17104532
334,0.130014047931965,1.13001404793197,0.80178742,1.17104532
335,0.130392665226121,1.13039266522612,0.80178742,1.17104532
336,0.130771175339669,1.13077117533967,0.80178742,1.17104532
337,0.131149577921154,1.13114957792115,0.80178742,1.17104532
338,0.131527872616464,1.13152787261646,0.80178742,1.17104532
339,0.131906059068576,1.13190605906858,0.80178742,1.17104532
340,0.132284136917611,1.13228413691761,0.80178742,1.17104532
341,0.132662105800914,1.13266210580091,0.80178742,1.17104532
342,0.133039965352702,1.1330399653527,0.80178742,1.17104532
343,0.133417715204523,1.13341771520452,0.80178742,1.17104532
344,0.133795354984607,1.13379535498461,0.80178742,1.17104532
345,0.134172884318382,1.13417288431838,0.80178742,1.17104532
346,0.134550302828111,1.13455030282811,0.80178742,1.17104532
347,0.13492761013302,1.13492761013302,0.80178742,1.17104532
348,0.135304805849053,1.13530480584905,0.80178742,1.17104532
349,0.13568188958914,1.13568188958914,0.80178742,1.17104532
350,0.136058860962812,1.13605886096281,0.80178742,1.17104532
351,0.136435719576434,1.13643571957643,0.80178742,1.17104532
352,0.136812465033017,1.13681246503302,0.80178742,1.17104532
353,0.137189096932307,1.13718909693231,0.80178742,1.17104532
354,0.137565614870464,1.13756561487046,0.80178742,1.17104532
355,0.137942018440424,1.13794201844042,0.80178742,1.17104532
356,0.138318307231568,1.13831830723157,0.80178742,1.17104532
357,0.138694480829602,1.1386944808296,0.80178742,1.17104532
358,0.139070538816901,1.1390705388169,0.80178742,1.17104532
359,0.139446480772038,1.13944648077204,0.80178742,1.17104532
360,0.139822306269958,1.13982230626996,0.80178742,1.17104532
361,0.140198014881896,1.1401980148819,0.80178742,1.17104532
362,0.140573606175403,1.1405736061754,0.80178742,1.17104532
363,0.140949079714084,1.14094907971408,0.80178742,1.17104532
364,0.141324435057761,1.14132443505776,0.80178742,1.17104532
365,0.141699671762269,1.14169967176227,0.80178742,1.17104532
366,0.142074789379609,1.14207478937961,0.80178742,1.17104532
367,0.142449787457616,1.14244978745762,0.80178742,1.17104532
368,0.142824665540066,1.14282466554007,0.80178742,1.17104532
369,0.143199423166694,1.14319942316669,0.80178742,1.17104532
370,0.143574059873045,1.14357405987305,0.80178742,1.17104532
371,0.143948575190291,1.14394857519029,0.80178742,1.17104532
372,0.144322968645419,1.14432296864542,0.80178742,1.17104532
373,0.144697239761019,1.14469723976102,0.80178742,1.17104532
374,0.14507138805535,1.14507138805535,0.80178742,1.17104532
375,0.145445413042027,1.14544541304203,0.80178742,1.17104532
376,0.145819314230254,1.14581931423025,0.80178742,1.17104532
377,0.146193091124536,1.14619309112454,0.80178742,1.17104532
378,0.14656674322486,1.14656674322486,0.80178742,1.17104532
379,0.146940270026336,1.14694027002634,0.80178742,1.17104532
380,0.147313671019354,1.14731367101935,0.80178742,1.17104532
381,0.147686945689408,1.14768694568941,0.80178742,1.17104532
382,0.148060093517129,1.14806009351713,0.80178742,1.17104532
383,0.148433113978031,1.14843311397803,0.80178742,1.17104532
384,0.148806006542662,1.14880600654266,0.80178742,1.17104532
385,0.149178770676431,1.14917877067643,0.80178742,1.17104532
386,0.149551405839364,1.14955140583936,0.80178742,1.17104532
387,0.149923911486428,1.14992391148643,0.80178742,1.17104532
388,0.150296287067091,1.15029628706709,0.80178742,1.17104532
389,0.150668532025446,1.15066853202545,0.80178742,1.17104532
390,0.151040645799996,1.1510406458,0.80178742,1.17104532
391,0.151412627823673,1.15141262782367,0.80178742,1.17104532
392,0.151784477523775,1.15178447752377,0.80178742,1.17104532
393,0.152156194321788,1.15215619432179,0.80178742,1.17104532
394,0.152527777633367,1.15252777763337,0.80178742,1.17104532
395,0.152899226868204,1.1528992268682,0.80178742,1.17104532
396,0.15327054143005,1.15327054143005,0.80178742,1.17104532
397,0.153641720716481,1.15364172071648,0.80178742,1.17104532
398,0.154012764118892,1.15401276411889,0.80178742,1.17104532
399,0.154383671022441,1.15438367102244,0.80178742,1.17104532
400,0.154754440805748,1.15475444080575,0.80178742,1.17104532
401,0.155125072841214,1.15512507284121,0.80178742,1.17104532
402,0.15549556649436,1.15549556649436,0.80178742,1.17104532
403,0.155865921124299,1.1558659211243,0.80178742,1.17104532
404,0.15623613608323,1.15623613608323,0.80178742,1.17104532
405,0.156606210716566,1.15660621071657,0.80178742,1.17104532
406,0.156976144362536,1.15697614436254,0.80178742,1.17104532
407,0.15734593635257,1.15734593635257,0.80178742,1.17104532
408,0.157715586010703,1.1577155860107,0.80178742,1.17104532
409,0.158085092653715,1.15808509265371,0.80178742,1.17104532
410,0.158454455591014,1.15845445559101,0.80178742,1.17104532
411,0.158823674124394,1.15882367412439,0.80178742,1.17104532
412,0.159192747548085,1.15919274754808,0.80178742,1.17104532
413,0.15956167514846,1.15956167514846,0.80178742,1.17104532
414,0.159930456204065,1.15993045620407,0.80178742,1.17104532
415,0.160299089985451,1.16029908998545,0.80178742,1.17104532
416,0.160667575754928,1.16066757575493,0.80178742,1.17104532
417,0.161035912766646,1.16103591276665,0.80178742,1.17104532
418,0.161404100266344,1.16140410026634,0.80178742,1.17104532
419,0.161772137491149,1.16177213749115,0.80178742,1.17104532
420,0.162140023669605,1.1621400236696,0.80178742,1.17104532
421,0.16250775802137,1.16250775802137,0.80178742,1.17104532
422,0.162875339757219,1.16287533975722,0.80178742,1.17104532
423,0.163242768078815,1.16324276807882,0.80178742,1.17104532
424,0.163610042178557,1.16361004217856,0.80178742,1.17104532
425,0.163977161239514,1.16397716123951,0.80178742,1.17104532
426,0.164344124435114,1.16434412443511,0.80178742,1.17104532
427,0.164710930929098,1.1647109309291,0.80178742,1.17104532
428,0.165077579875499,1.1650775798755,0.80178742,1.17104532
429,0.165444070418136,1.16544407041814,0.80178742,1.17104532
430,0.165810401690699,1.1658104016907,0.80178742,1.17104532
431,0.166176572816526,1.16617657281653,0.80178742,1.17104532
432,0.166542582908516,1.16654258290852,0.80178742,1.17104532
433,0.166908431068655,1.16690843106865,0.80178742,1.17104532
434,0.167274116388201,1.1672741163882,0.80178742,1.17104532
435,0.167639637947269,1.16763963794727,0.80178742,1.17104532
436,0.168004994814792,1.16800499481479,0.80178742,1.17104532
437,0.168370186048099,1.1683701860481,0.80178742,1.17104532
438,0.168735210693019,1.16873521069302,0.80178742,1.17104532
439,0.169100067783451,1.16910006778345,0.80178742,1.17104532
440,0.169464756341256,1.16946475634126,0.80178742,1.17104532
441,0.169829275376081,1.16982927537608,0.80178742,1.17104532
442,0.170193623884988,1.17019362388499,0.80178742,1.17104532
443,0.17055780085242,1.17055780085242,0.80178742,1.17104532
444,0.170921805249935,1.17092180524994,0.80178742,1.17104532
445,0.171285636035886,1.17128563603589,0.80178742,1.17104532
446,0.171649292155264,1.17164929215526,0.80178742,1.17104532
447,0.172012772539445,1.17201277253945,0.80178742,1.17104532
448,0.172376076105963,1.17237607610596,0.80178742,1.17104532
449,0.172739201758267,1.17273920175827,0.80178742,1.17104532
450,0.173102148385407,1.17310214838541,0.80178742,1.17104532
451,0.173464914861875,1.17346491486187,0.80178742,1.17104532
452,0.173827500047182,1.17382750004718,0.80178742,1.17104532
453,0.174189902785765,1.17418990278577,0.80178742,1.17104532
454,0.174552121906746,1.17455212190675,0.80178742,1.17104532
455,0.174914156223243,1.17491415622324,0.80178742,1.17104532
456,0.175276004532679,1.17527600453268,0.80178742,1.17104532
457,0.175637665616013,1.17563766561601,0.80178742,1.17104532
