run_id,point_index,lambda,bus_row,bus_ext,VM,VA,base_kv,bus_type,physical
beerten_vsc,13,0.568960624407158,6,7,0.983441272765362,-9.0863100505357,230,1,1
beerten_vsc,14,0.615573036351049,1,1,1.06,0,230,3,1
beerten_vsc,14,0.615573036351049,2,2,1,-3.57645407503522,230,2,1
beerten_vsc,14,0.615573036351049,3,3,1,-7.05311394570111,230,1,1
beerten_vsc,14,0.615573036351049,4,4,0.99071877605043,-7.51521786027486,230,1,1
beerten_vsc,14,0.615573036351049,5,5,0.971677815702188,-7.6900494549012,230,1,1
beerten_vsc,14,0.615573036351049,6,7,0.982789271126901,-9.39316468398906,230,1,1
beerten_vsc,15,0.662042496697028,1,1,1.06,0,230,3,1
beerten_vsc,15,0.662042496697028,2,2,1,-3.66946489002241,230,2,1
beerten_vsc,15,0.662042496697028,3,3,1,-7.29636902070408,230,1,1
beerten_vsc,15,0.662042496697028,4,4,0.990313903309787,-7.76591841943385,230,1,1
beerten_vsc,15,0.662042496697028,5,5,0.970191187880022,-7.96453958711684,230,1,1
beerten_vsc,15,0.662042496697028,6,7,0.98213450845848,-9.6999808498374,230,1,1
beerten_vsc,16,0.70836375679328,1,1,1.06,0,230,3,1
beerten_vsc,16,0.70836375679328,2,2,1,-3.76264856994879,230,2,1
beerten_vsc,16,0.70836375679328,3,3,1,-7.53962861458158,230,1,1
beerten_vsc,16,0.70836375679328,4,4,0.989906876708786,-8.01659058237231,230,1,1
beerten_vsc,16,0.70836375679328,5,5,0.96869686773249,-8.23919177387049,230,1,1
beerten_vsc,16,0.70836375679328,6,7,0.98147706278925,-10.0067273226271,230,1,1
beerten_vsc,17,0.754531336278256,1,1,1.06,0,230,3,1
beerten_vsc,17,0.754531336278256,2,2,1,-3.85599439883636,230,2,1
beerten_vsc,17,0.754531336278256,3,3,1,-7.78286643818015,230,1,1
beerten_vsc,17,0.754531336278256,4,4,0.989497747555791,-8.2672073247032,230,1,1
beerten_vsc,17,0.754531336278256,5,5,0.967195000626033,-8.51397914613674,230,1,1
beerten_vsc,17,0.754531336278256,6,7,0.980817017385156,-10.3133710325019,230,1,1
beerten_vsc,18,0.800539553508722,1,1,1.06,0,230,3,1
beerten_vsc,18,0.800539553508722,2,2,1,-3.94949108592623,230,2,1
beerten_vsc,18,0.800539553508722,3,3,1,-8.02605486452463,230,1,1
beerten_vsc,18,0.800539553508722,4,4,0.989086570392638,-8.51774024720866,230,1,1
beerten_vsc,18,0.800539553508722,5,5,0.965685743252472,-8.78887324695667,230,1,1
beerten_vsc,18,0.800539553508722,6,7,0.980154460456245,-10.6198772214584,230,1,1
beerten_vsc,19,0.846382554151754,1,1,1.06,0,230,3,1
beerten_vsc,19,0.846382554151754,2,2,1,-4.04312680487552,230,2,1
beerten_vsc,19,0.846382554151754,3,3,1,-8.26916504228286,230,1,1
beerten_vsc,19,0.846382554151754,4,4,0.988673402832764,-8.76815969552098,230,1,1
beerten_vsc,19,0.846382554151754,5,5,0.9641692630697,-9.06384416015714,230,1,1
beerten_vsc,19,0.846382554151754,6,7,0.979489484873971,-10.9262095932312,230,1,1
beerten_vsc,20,0.892054337999927,1,1,1.06,0,230,3,1
beerten_vsc,20,0.892054337999927,2,2,1,-4.13688923189212,230,2,1
beerten_vsc,20,0.892054337999927,3,3,1,-8.51216700480421,230,1,1
beerten_vsc,20,0.892054337999927,4,4,0.988258305403849,-9.01843487474318,230,1,1
beerten_vsc,20,0.892054337999927,5,5,0.962645737762231,-9.33886063279098,230,1,1
beerten_vsc,20,0.892054337999927,6,7,0.978822187898218,-11.2323304563732,230,1,1
beerten_vsc,21,0.937548784233186,1,1,1.06,0,230,3,1
beerten_vsc,21,0.937548784233186,2,2,1,-4.23076558290779,230,2,1
beerten_vsc,21,0.937548784233186,3,3,1,-8.7550297751447,230,1,1
beerten_vsc,21,0.937548784233186,4,4,0.987841341394003,-9.26853395954497,230,1,1
beerten_vsc,21,0.937548784233186,5,5,0.961115354720539,-9.61389019220927,230,1,1
beerten_vsc,21,0.937548784233186,6,7,0.978152670912104,-11.5382008613238,230,1,1
beerten_vsc,22,0.982859675351838,1,1,1.06,0,230,3,1
beerten_vsc,22,0.982859675351838,2,2,1,-4.32474265005456,230,2,1
beerten_vsc,22,0.982859675351838,3,3,1,-8.9977214678513,230,1,1
beerten_vsc,22,0.982859675351838,4,4,0.98742257669955,-9.51842420057835,230,1,1
beerten_vsc,22,0.982859675351838,5,5,0.95957831052846,-9.88889925874596,230,1,1
beerten_vsc,22,0.982859675351838,6,7,0.977481039161569,-11.8437807325711,230,1,1
beerten_vsc,23,1.02798072003678,1,1,1.06,0,230,3,1
beerten_vsc,23,1.02798072003678,2,2,1,-4.41880683766786,230,2,1
beerten_vsc,23,1.02798072003678,3,3,1,-9.2402093882376,230,1,1
beerten_vsc,23,1.02798072003678,4,4,0.987002079673011,-9.76807202805778,230,1,1
beerten_vsc,23,1.02798072003678,5,5,0.958034810456664,-10.1638532552268,230,1,1
beerten_vsc,23,1.02798072003678,6,7,0.976807401497128,-12.1490289970561,230,1,1
beerten_vsc,24,1.07290557509939,1,1,1.06,0,230,3,1
beerten_vsc,24,1.07290557509939,2,2,1,-4.51294419816742,230,2,1
beerten_vsc,24,1.07290557509939,3,3,1,-9.48246013001363,230,1,1
beerten_vsc,24,1.07290557509939,4,4,0.986579920969559,-10.0174431533959,230,1,1
beerten_vsc,24,1.07290557509939,5,5,0.956485067951815,-10.4387167142582,230,1,1
beerten_vsc,24,1.07290557509939,6,7,0.976131870115265,-12.4539037099074,230,1,1
beerten_vsc,25,1.11762786672356,1,1,1.06,0,230,3,1
beerten_vsc,25,1.11762786672356,2,2,1,-4.60714046793107,230,2,1
beerten_vsc,25,1.11762786672356,3,3,1,-9.72443967180697,230,1,1
beerten_vsc,25,1.11762786672356,4,4,0.98615617339089,-10.2665026695146,230,1,1
beerten_vsc,25,1.11762786672356,5,5,0.954929304121021,-10.7134533841677,230,1,1
beerten_vsc,25,1.11762786672356,6,7,0.975454560297376,-12.7583621783702,230,1,1
beerten_vsc,26,1.16214121106092,1,1,1.06,0,230,3,1
beerten_vsc,26,1.16214121106092,2,2,1,-4.70138110339289,230,2,1
beerten_vsc,26,1.16214121106092,3,3,1,-9.96611347300316,230,1,1
beerten_vsc,26,1.16214121106092,4,4,0.985730911725591,-10.5152151502759,230,1,1
beerten_vsc,26,1.16214121106092,5,5,0.953367747204446,-10.9880263341191,230,1,1
beerten_vsc,26,1.16214121106092,6,7,0.974775590145075,-13.0623610844523,230,1,1
beerten_vsc,27,1.20643923429986,1,1,1.06,0,230,3,1
beerten_vsc,27,1.20643923429986,2,2,1,-4.79565131745397,230,2,1
beerten_vsc,27,1.20643923429986,3,3,1,-10.2074465693084,230,1,1
beerten_vsc,27,1.20643923429986,4,4,0.985304212585206,-10.7635447494742,230,1,1
beerten_vsc,27,1.20643923429986,5,5,0.951800632034153,-11.2623980589697,230,1,1
beerten_vsc,27,1.20643923429986,6,7,0.974095080310433,-13.3658566068805,230,1,1
beerten_vsc,28,1.2505155922229,1,1,1.06,0,230,3,1
beerten_vsc,28,1.2505155922229,2,2,1,-4.88993611619069,230,2,1
beerten_vsc,28,1.2505155922229,3,3,1,-10.4484036680249,230,1,1
beerten_vsc,28,1.2505155922229,4,4,0.984876154236296,-11.0114552993934,230,1,1
beerten_vsc,28,1.2505155922229,5,5,0.950228199482078,-11.536530583914,230,1,1
beerten_vsc,28,1.2505155922229,6,7,0.97341315372141,-13.6688045423882,230,1,1
beerten_vsc,29,1.29436398927509,1,1,1.06,0,230,3,1
beerten_vsc,29,1.29436398927509,2,2,1,-4.98268855124487,230,2,1
beerten_vsc,29,1.29436398927509,3,3,1,-10.6821070083075,230,1,1
beerten_vsc,29,1.29436398927509,4,4,0.98484501131762,-11.2579974066775,230,1,1
beerten_vsc,29,1.29436398927509,5,5,0.95272357299724,-11.8626811664847,230,1,1
beerten_vsc,29,1.29436398927509,6,7,0.97313389817323,-13.9680236998187,230,1,1
beerten_vsc,30,1.33805527008198,1,1,1.06,0,230,3,1
beerten_vsc,30,1.33805527008198,2,2,1,-5.0770356279875,230,2,1
beerten_vsc,30,1.33805527008198,3,3,1,-10.922404700289,230,1,1
beerten_vsc,30,1.33805527008198,4,4,0.984413655464763,-11.5051273427166,230,1,1
beerten_vsc,30,1.33805527008198,5,5,0.951136379926008,-12.1358763552715,230,1,1
beerten_vsc,30,1.33805527008198,6,7,0.972448392496482,-14.2699601580188,230,1,1
beerten_vsc,31,1.3815074463013,1,1,1.06,0,230,3,1
beerten_vsc,31,1.3815074463013,2,2,1,-5.1700362840847,230,2,1
beerten_vsc,31,1.3815074463013,3,3,1,-11.1553334701573,230,1,1
beerten_vsc,31,1.3815074463013,4,4,0.984382232799792,-11.7507841622759,230,1,1
beerten_vsc,31,1.3815074463013,5,5,0.953645207911801,-12.4604316599399,230,1,1
beerten_vsc,31,1.3815074463013,6,7,0.972168990685063,-14.5679417938918,230,1,1
beerten_vsc,32,1.42479497889371,1,1,1.06,0,230,3,1
beerten_vsc,32,1.42479497889371,2,2,1,-5.26439417986541,230,2,1
beerten_vsc,32,1.42479497889371,3,3,1,-11.3948611075812,230,1,1
beerten_vsc,32,1.42479497889371,4,4,0.983947846508078,-11.9970203431628,230,1,1
beerten_vsc,32,1.42479497889371,5,5,0.952044101081638,-12.7325683792314,230,1,1
beerten_vsc,32,1.42479497889371,6,7,0.971480312882869,-14.8687299396171,230,1,1
beerten_vsc,33,1.46783249613293,1,1,1.06,0,230,3,1
beerten_vsc,33,1.46783249613293,2,2,1,-5.39314491822721,230,2,1
beerten_vsc,33,1.46783249613293,3,3,1,-11.6594462128947,230,1,1
beerten_vsc,33,1.46783249613293,4,4,0.983514494759406,-12.2700045421777,230,1,1
beerten_vsc,33,1.46783249613293,5,5,0.950443149422499,-13.0363568402263,230,1,1
beerten_vsc,33,1.46783249613293,6,7,0.97079285163805,-15.1960891208856,230,1,1
beerten_vsc,34,1.50906125401351,1,1,1.06,0,230,3,1
beerten_vsc,34,1.50906125401351,2,2,1,-5.58979142497484,230,2,1
beerten_vsc,34,1.50906125401351,3,3,1,-11.9616139178579,230,1,1
beerten_vsc,34,1.50906125401351,4,4,0.983504475490365,-12.5898457668041,230,1,1
beerten_vsc,34,1.50906125401351,5,5,0.953033378406613,-13.4477174163948,230,1,1
beerten_vsc,34,1.50906125401351,6,7,0.970544825407741,-15.5656497949318,230,1,1
beerten_vsc,35,1.55011430797013,1,1,1.06,0,230,3,1
beerten_vsc,35,1.55011430797013,2,2,1,-5.78738482110714,230,2,1
beerten_vsc,35,1.55011430797013,3,3,1,-12.2704299771097,230,1,1
beerten_vsc,35,1.55011430797013,4,4,0.983089254620272,-12.9103155562338,230,1,1
beerten_vsc,35,1.55011430797013,5,5,0.951489456474042,-13.8077247816911,230,1,1
beerten_vsc,35,1.55011430797013,6,7,0.969884984596149,-15.9381934683526,230,1,1
beerten_vsc,36,1.5909053199733,1,1,1.06,0,230,3,1
beerten_vsc,36,1.5909053199733,2,2,1,-5.98440455188188,230,2,1
beerten_vsc,36,1.5909053199733,3,3,1,-12.5783016452493,230,1,1
beerten_vsc,36,1.5909053199733,4,4,0.982673707209364,-13.2297512088539,230,1,1
beerten_vsc,36,1.5909053199733,5,5,0.949943488420799,-14.166742727949,230,1,1
beerten_vsc,36,1.5909053199733,6,7,0.96922517332479,-16.3095078889189,230,1,1
beerten_vsc,37,1.63142869349551,1,1,1.06,0,230,3,1
beerten_vsc,37,1.63142869349551,2,2,1,-6.18082071462487,230,2,1
beerten_vsc,37,1.63142869349551,3,3,1,-12.8851831561575,230,1,1
beerten_vsc,37,1.63142869349551,4,4,0.982257916967711,-13.5481053970683,230,1,1
beerten_vsc,37,1.63142869349551,5,5,0.948395752123602,-14.524718245504,230,1,1
beerten_vsc,37,1.63142869349551,6,7,0.96856552227546,-16.6795376868821,230,1,1
beerten_vsc,38,1.67167901648536,1,1,1.06,0,230,3,1
beerten_vsc,38,1.67167901648536,2,2,1,-6.3766038340938,230,2,1
beerten_vsc,38,1.67167901648536,3,3,1,-13.1910294253849,230,1,1
beerten_vsc,38,1.67167901648536,4,4,0.981841967485323,-13.8653315377897,230,1,1
beerten_vsc,38,1.67167901648536,5,5,0.946846526058852,-14.8815990591788,230,1,1
beerten_vsc,38,1.67167901648536,6,7,0.967906161613983,-17.0482283772284,230,1,1
beerten_vsc,39,1.71165107496075,1,1,1.06,0,230,3,1
beerten_vsc,39,1.71165107496075,2,2,1,-6.57172493975379,230,2,1
beerten_vsc,39,1.71165107496075,3,3,1,-13.4957961682592,230,1,1
beerten_vsc,39,1.71165107496075,4,4,0.981425942000186,-14.1813839145087,230,1,1
beerten_vsc,39,1.71165107496075,5,5,0.945296088202201,-15.2373337642841,230,1,1
beerten_vsc,39,1.71165107496075,6,7,0.967247220651772,-17.4155265015284,230,1,1
beerten_vsc,40,1.75133986636763,1,1,1.06,0,230,3,1
beerten_vsc,40,1.75133986636763,2,2,1,-6.76615563943517,230,2,1
beerten_vsc,40,1.75133986636763,3,3,1,-13.7994400134776,230,1,1
beerten_vsc,40,1.75133986636763,4,4,0.981009923203836,-14.4962177945776,230,1,1
beerten_vsc,40,1.75133986636763,5,5,0.943744715348609,-15.5918719593961,230,1,1
beerten_vsc,40,1.75133986636763,6,7,0.966588827543101,-17.781379764742,230,1,1
beerten_vsc,41,1.79074061185469,1,1,1.06,0,230,3,1
beerten_vsc,41,1.79074061185469,2,2,1,-6.95986818957202,230,2,1
beerten_vsc,41,1.79074061185469,3,3,1,-14.1019186113082,230,1,1
beerten_vsc,41,1.79074061185469,4,4,0.980593993051408,-14.8097895407505,230,1,1
beerten_vsc,41,1.79074061185469,5,5,0.942192682445447,-15.9451643731286,230,1,1
beerten_vsc,41,1.79074061185469,6,7,0.965931108990722,-18.1457371652525,230,1,1
beerten_vsc,42,1.82984876736177,1,1,1.06,0,230,3,1
beerten_vsc,42,1.82984876736177,2,2,1,-7.152835561426,230,2,1
beerten_vsc,42,1.82984876736177,3,3,1,-14.4031907355335,230,1,1
beerten_vsc,42,1.82984876736177,4,4,0.9801782325776,-15.1220567160722,230,1,1
beerten_vsc,42,1.82984876736177,5,5,0.940640261942997,-16.2971629837744,230,1,1
beerten_vsc,42,1.82984876736177,6,7,0.965274189962116,-18.5085491170662,230,1,1
beerten_vsc,43,1.86866003351164,1,1,1.06,0,230,3,1
beerten_vsc,43,1.86866003351164,2,2,1,-7.34503150304369,230,2,1
beerten_vsc,43,1.86866003351164,3,3,1,-14.7032163786483,230,1,1
beerten_vsc,43,1.86866003351164,4,4,0.979762721719552,-15.4329781816555,230,1,1
beerten_vsc,43,1.86866003351164,5,5,0.939087723167418,-16.6478211314026,230,1,1
beerten_vsc,43,1.86866003351164,6,7,0.964618193417721,-18.869767563678,230,1,1
beerten_vsc,44,1.90717036424525,1,1,1.06,0,230,3,1
beerten_vsc,44,1.90717036424525,2,2,1,-7.5364305966637,230,2,1
beerten_vsc,44,1.90717036424525,3,3,1,-15.0019568399569,230,1,1
beerten_vsc,44,1.90717036424525,4,4,0.979347539147643,-15.7425141869578,230,1,1
beerten_vsc,44,1.90717036424525,5,5,0.937535331718906,-16.9970936219002,230,1,1
beerten_vsc,44,1.90717036424525,6,7,0.963963240052756,-19.2293460831078,230,1,1
beerten_vsc,45,1.94537597416815,1,1,1.06,0,230,3,1
beerten_vsc,45,1.94537597416815,2,2,1,-7.73159143217106,230,2,1
beerten_vsc,45,1.94537597416815,3,3,0.995057900833754,-15.2420628053816,230,1,1
beerten_vsc,45,1.94537597416815,4,4,0.974890031146849,-16.0156002396091,230,1,1
beerten_vsc,45,1.94537597416815,5,5,0.93451260720004,-17.3481987293918,230,1,1
beerten_vsc,45,1.94537597416815,6,7,0.959183633465212,-19.5821935836985,230,1,1
beerten_vsc,46,1.99061771697406,1,1,1.06,0,230,3,1
beerten_vsc,46,1.99061771697406,2,2,1,-7.96087403649967,230,2,1
beerten_vsc,46,1.99061771697406,3,3,0.992674749211819,-15.5694197917334,230,1,1
beerten_vsc,46,1.99061771697406,4,4,0.972441774336533,-16.3664934755842,230,1,1
beerten_vsc,46,1.99061771697406,5,5,0.931942707955121,-17.7648458333852,230,1,1
beerten_vsc,46,1.99061771697406,6,7,0.956407623089083,-20.0076249198133,230,1,1
beerten_vsc,47,2.03579636348466,1,1,1.06,0,230,3,1
beerten_vsc,47,2.03579636348466,2,2,1,-8.19119987885385,230,2,1
beerten_vsc,47,2.03579636348466,3,3,0.990263580103531,-15.8984326853288,230,1,1
beerten_vsc,47,2.03579636348466,4,4,0.969964511115122,-16.7192262283102,230,1,1
beerten_vsc,47,2.03579636348466,5,5,0.929344866747977,-18.1838281521064,230,1,1
beerten_vsc,47,2.03579636348466,6,7,0.953598742931339,-20.4358231201913,230,1,1
beerten_vsc,48,2.08090993458524,1,1,1.06,0,230,3,1
beerten_vsc,48,2.08090993458524,2,2,1,-8.42258890319115,230,2,1
beerten_vsc,48,2.08090993458524,3,3,0.987823825021791,-16.2291381665875,230,1,1
beerten_vsc,48,2.08090993458524,4,4,0.967457625625211,-17.073839496164,230,1,1
beerten_vsc,48,2.08090993458524,5,5,0.926718472064323,-18.6051983123673,230,1,1
beerten_vsc,48,2.08090993458524,6,7,0.9507562706443,-20.8668569992106,230,1,1
beerten_vsc,49,2.12595636117513,1,1,1.06,0,230,3,1
beerten_vsc,49,2.12595636117513,2,2,1,-8.65506160215858,230,2,1
beerten_vsc,49,2.12595636117513,3,3,0.985354894418413,-16.5615740440143,230,1,1
beerten_vsc,49,2.12595636117513,4,4,0.964920478550073,-17.4303755661239,230,1,1
beerten_vsc,49,2.12595636117513,5,5,0.9240628890543,-19.0290106929192,230,1,1
beerten_vsc,49,2.12595636117513,6,7,0.947879455780089,-21.300797877717,230,1,1
beerten_vsc,50,2.17093347924085,1,1,1.06,0,230,3,1
beerten_vsc,50,2.17093347924085,2,2,1,-8.88673292976951,230,2,1
beerten_vsc,50,2.17093347924085,3,3,0.983115186819023,-16.8950831003853,230,1,1
beerten_vsc,50,2.17093347924085,4,4,0.962689268293161,-17.788684635862,230,1,1
beerten_vsc,50,2.17093347924085,5,5,0.921502732680156,-19.4528135941383,230,1,1
beerten_vsc,50,2.17093347924085,6,7,0.970560946736557,-21.5356712874806,230,1,1
beerten_vsc,51,2.21585384385736,1,1,1.06,0,230,3,1
beerten_vsc,51,2.21585384385736,2,2,1,-9.12139961974973,230,2,1
beerten_vsc,51,2.21585384385736,3,3,0.980596214601685,-17.2310976494376,230,1,1
beerten_vsc,51,2.21585384385736,4,4,0.960102848240285,-18.1492141950331,230,1,1
beerten_vsc,51,2.21585384385736,5,5,0.918791551715249,-19.8816241861567,230,1,1
beerten_vsc,51,2.21585384385736,6,7,0.967574285473553,-21.9713906619508,230,1,1
beerten_vsc,52,2.26070087176129,1,1,1.06,0,230,3,1
beerten_vsc,52,2.26070087176129,2,2,1,-9.35721252988095,230,2,1
beerten_vsc,52,2.26070087176129,3,3,0.978046524516255,-17.568959909058,230,1,1
beerten_vsc,52,2.26070087176129,4,4,0.957484562795136,-18.5117982680966,230,1,1
beerten_vsc,52,2.26070087176129,5,5,0.916049310060149,-20.3130459034866,230,1,1
beerten_vsc,52,2.26070087176129,6,7,0.964550801287197,-22.4101727497385,230,1,1
beerten_vsc,53,2.30547211499076,1,1,1.06,0,230,3,1
beerten_vsc,53,2.30547211499076,2,2,1,-9.59419440183841,230,2,1
beerten_vsc,53,2.30547211499076,3,3,0.975465448453518,-17.9087124073176,230,1,1
beerten_vsc,53,2.30547211499076,4,4,0.954833687036089,-18.8764845500286,230,1,1
beerten_vsc,53,2.30547211499076,5,5,0.913275276684587,-20.7471405665924,230,1,1
beerten_vsc,53,2.30547211499076,6,7,0.961489629538105,-22.8520971394261,230,1,1
beerten_vsc,54,2.35016500647105,1,1,1.06,0,230,3,1
beerten_vsc,54,2.35016500647105,2,2,0.996295327661588,-9.80247133650761,230,1,1
beerten_vsc,54,2.35016500647105,3,3,0.969678628923004,-18.2889945995013,230,1,1
beerten_vsc,54,2.35016500647105,4,4,0.948698621486025,-19.2876771659197,230,1,1
beerten_vsc,54,2.35016500647105,5,5,0.906271948892463,-21.2457767584319,230,1,1
beerten_vsc,54,2.35016500647105,6,7,0.954763190119971,-23.3718532626713,230,1,1
beerten_vsc,55,2.38935321253561,1,1,1.06,0,230,3,1
beerten_vsc,55,2.38935321253561,2,2,0.991928506528553,-9.97992079930512,230,1,1
beerten_vsc,55,2.38935321253561,3,3,0.963571329049615,-18.6413259069827,230,1,1
beerten_vsc,55,2.38935321253561,4,4,0.942196932173096,-19.6697230513986,230,1,1
beerten_vsc,55,2.38935321253561,5,5,0.898773800721546,-21.7127458474404,230,1,1
beerten_vsc,55,2.38935321253561,6,7,0.947676629113561,-23.8614869246925,230,1,1
beerten_vsc,56,2.42801877288693,1,1,1.06,0,230,3,1
beerten_vsc,56,2.42801877288693,2,2,0.987811121621673,-10.1577304497184,230,1,1
beerten_vsc,56,2.42801877288693,3,3,0.957964181150387,-18.9927138763543,230,1,1
beerten_vsc,56,2.42801877288693,4,4,0.936307467087826,-20.0515591025511,230,1,1
beerten_vsc,56,2.42801877288693,5,5,0.891663422863904,-22.1775981066301,230,1,1
