run_id,point_index,lambda,vsc_row,bus_ext,dc_bus_ext,PAC,QAC,PDC,VDC,VAC_PCC,VAC_INTERNAL,PLOSS
beerten_vsc,61,2.61139017132408,2,3,3,20.0846003084878,133.323863926462,-21.8940384187498,1,0.917116770613071,0.971039692834389,1.8094381102627
beerten_vsc,61,2.61139017132408,3,5,5,35,5,-36.2254199074774,0.998007888984361,0.844914326760069,0.847437973770708,1.2254199074774
beerten_vsc,62,2.64564391760841,1,2,2,-60,-40,58.6561876237406,1.00800872200498,0.955781107627006,0.937772412601547,1.34381237625936
beerten_vsc,62,2.64564391760841,2,3,3,20.0744098121607,133.323863926462,-21.8908571404917,1,0.910825103134135,0.965080548157351,1.81644732876415
beerten_vsc,62,2.64564391760841,3,5,5,35,5,-36.2269755436953,0.998007506179046,0.836791962441559,0.839336812165404,1.22697554369531
beerten_vsc,63,2.67908031877032,1,2,2,-60,-40,58.6542945702687,1.00800825330082,0.950503334953369,0.932386826708982,1.34570542973126
beerten_vsc,63,2.67908031877032,2,3,3,20.0624032482164,133.323863926462,-21.8871806034805,1,0.903479125704476,0.958127757220372,1.82477735526392
beerten_vsc,63,2.67908031877032,3,5,5,35,5,-36.2287813980881,0.998007062985117,0.827600770472052,0.830169997354418,1.22878139808811
beerten_vsc,64,2.71148973302085,1,2,2,-60,-40,58.6507183198221,1.00800737078527,0.940742545013879,0.922423081783258,1.34928168017792
beerten_vsc,64,2.71148973302085,2,3,3,20.0939306049118,126.245218444181,-21.8802762328579,1,0.887205723189255,0.939949996969736,1.78634562794619
beerten_vsc,64,2.71148973302085,3,5,5,35,5,-36.2321519386714,0.998006232737472,0.811093963301682,0.813708019659133,1.23215193867145
beerten_vsc,65,2.74210601831454,1,2,2,-60,-40,58.6486072405789,1.00800684184433,0.935105586478412,0.916666753614094,1.35139275942108
beerten_vsc,65,2.74210601831454,2,3,3,20.081003230035,126.245218444181,-21.8760885836751,1,0.879343771782589,0.932508330109927,1.7950853536393
beerten_vsc,65,2.74210601831454,3,5,5,35,5,-36.2342530883115,0.99800572356163,0.801207739294133,0.803849306775089,1.23425308831152
beerten_vsc,66,2.77142345334457,1,2,2,-60,-40,58.6464093142251,1.0080062883295,0.9293322265095,0.910769452181159,1.35359068577493
beerten_vsc,66,2.77142345334457,2,3,3,20.0674637727426,126.245218444181,-21.8716892176779,1,0.87129491720197,0.924896359962525,1.80422544493602
beerten_vsc,66,2.77142345334457,3,5,5,35,5,-36.2364799536503,0.998005186718885,0.791049494016939,0.793719859252332,1.2364799536503
beerten_vsc,67,2.7993212496859,1,2,2,-60,-40,58.6441208612119,1.00800570884869,0.923421971563887,0.904730514021089,1.3558791387881
beerten_vsc,67,2.7993212496859,2,3,3,20.0532782068758,126.245218444181,-21.8670642457823,1,0.863058593423213,0.917114170686878,1.81378603890616
beerten_vsc,67,2.7993212496859,3,5,5,35,5,-36.2388427595229,0.998004620198942,0.780613311328043,0.783313832838473,1.23884275952295
