run_id,point_index,lambda,branchdc_row,from_dc_bus_ext,to_dc_bus_ext,PFDC,PTDC
beerten_vsc,26,1.16214121106092,2,3,5,0.0850725948978141,-0.0850725948978141
beerten_vsc,26,1.16214121106092,3,2,5,0.277725797994393,-0.277725797994393
beerten_vsc,27,1.20643923429986,1,2,3,0.304319924356946,-0.304319924356946
beerten_vsc,27,1.20643923429986,2,3,5,0.0850742132176981,-0.0850742132176981
beerten_vsc,27,1.20643923429986,3,2,5,0.277726408531408,-0.277726408531408
beerten_vsc,28,1.2505155922229,1,2,3,0.30431931849232,-0.30431931849232
beerten_vsc,28,1.2505155922229,2,3,5,0.0850758435685042,-0.0850758435685042
beerten_vsc,28,1.2505155922229,3,2,5,0.277727023607296,-0.277727023607296
beerten_vsc,29,1.29436398927509,1,2,3,0.304320278835346,-0.304320278835346
beerten_vsc,29,1.29436398927509,2,3,5,0.0850732593344556,-0.0850732593344556
beerten_vsc,29,1.29436398927509,3,2,5,0.277726048663729,-0.277726048663729
beerten_vsc,30,1.33805527008198,1,2,3,0.304319668715719,-0.304319668715719
beerten_vsc,30,1.33805527008198,2,3,5,0.085074901135205,-0.085074901135205
beerten_vsc,30,1.33805527008198,3,2,5,0.277726668059278,-0.277726668059278
beerten_vsc,31,1.3815074463013,1,2,3,0.304320631977902,-0.304320631977902
beerten_vsc,31,1.3815074463013,2,3,5,0.0850723090458653,-0.0850723090458653
beerten_vsc,31,1.3815074463013,3,2,5,0.277725690152181,-0.277725690152181
beerten_vsc,32,1.42479497889371,1,2,3,0.304320017948553,-0.304320017948553
beerten_vsc,32,1.42479497889371,2,3,5,0.085073961367472,-0.085073961367472
beerten_vsc,32,1.42479497889371,3,2,5,0.27772631351689,-0.27772631351689
beerten_vsc,33,1.46783249613293,1,2,3,0.304319401457553,-0.304319401457553
beerten_vsc,33,1.46783249613293,2,3,5,0.0850756203132669,-0.0850756203132669
beerten_vsc,33,1.46783249613293,3,2,5,0.277726939380684,-0.277726939380684
beerten_vsc,34,1.50906125401351,1,2,3,0.304320397636251,-0.304320397636251
beerten_vsc,34,1.50906125401351,2,3,5,0.0850729396472938,-0.0850729396472938
beerten_vsc,34,1.50906125401351,3,2,5,0.277725928056644,-0.277725928056644
beerten_vsc,35,1.55011430797013,1,2,3,0.304319804653399,-0.304319804653399
beerten_vsc,35,1.55011430797013,2,3,5,0.0850745353338397,-0.0850745353338397
beerten_vsc,35,1.55011430797013,3,2,5,0.277726530054869,-0.277726530054869
beerten_vsc,36,1.5909053199733,1,2,3,0.304319208530577,-0.304319208530577
beerten_vsc,36,1.5909053199733,2,3,5,0.0850761394699144,-0.0850761394699144
beerten_vsc,36,1.5909053199733,3,2,5,0.277727135240822,-0.277727135240822
beerten_vsc,37,1.63142869349551,1,2,3,0.304318609352445,-0.304318609352445
beerten_vsc,37,1.63142869349551,2,3,5,0.0850777518276727,-0.0850777518276727
beerten_vsc,37,1.63142869349551,3,2,5,0.277727743528536,-0.277727743528536
beerten_vsc,38,1.67167901648536,1,2,3,0.304318007205569,-0.304318007205569
beerten_vsc,38,1.67167901648536,2,3,5,0.0850793721741532,-0.0850793721741532
beerten_vsc,38,1.67167901648536,3,2,5,0.277728354830119,-0.277728354830119
beerten_vsc,39,1.71165107496075,1,2,3,0.304317402177898,-0.304317402177898
beerten_vsc,39,1.71165107496075,2,3,5,0.0850810002727268,-0.0850810002727268
beerten_vsc,39,1.71165107496075,3,2,5,0.277728969056309,-0.277728969056309
beerten_vsc,40,1.75133986636763,1,2,3,0.304316794358436,-0.304316794358436
beerten_vsc,40,1.75133986636763,2,3,5,0.0850826358838855,-0.0850826358838855
beerten_vsc,40,1.75133986636763,3,2,5,0.277729586116746,-0.277729586116746
beerten_vsc,41,1.79074061185469,1,2,3,0.304316183837021,-0.304316183837021
beerten_vsc,41,1.79074061185469,2,3,5,0.0850842787658364,-0.0850842787658364
beerten_vsc,41,1.79074061185469,3,2,5,0.277730205920199,-0.277730205920199
beerten_vsc,42,1.82984876736177,1,2,3,0.304315570704115,-0.304315570704115
beerten_vsc,42,1.82984876736177,2,3,5,0.0850859286751664,-0.0850859286751664
beerten_vsc,42,1.82984876736177,3,2,5,0.27773082837484,-0.27773082837484
beerten_vsc,43,1.86866003351164,1,2,3,0.304314955050535,-0.304314955050535
beerten_vsc,43,1.86866003351164,2,3,5,0.0850875853675126,-0.0850875853675126
beerten_vsc,43,1.86866003351164,3,2,5,0.277731453388485,-0.277731453388485
beerten_vsc,44,1.90717036424525,1,2,3,0.304314336967206,-0.304314336967206
beerten_vsc,44,1.90717036424525,2,3,5,0.0850892485981888,-0.0850892485981888
beerten_vsc,44,1.90717036424525,3,2,5,0.27773208086882,-0.27773208086882
beerten_vsc,45,1.94537597416815,1,2,3,0.304313126278038,-0.304313126278038
beerten_vsc,45,1.94537597416815,2,3,5,0.0850925065009226,-0.0850925065009226
beerten_vsc,45,1.94537597416815,3,2,5,0.277733309964657,-0.277733309964657
beerten_vsc,46,1.99061771697406,1,2,3,0.304312089414604,-0.304312089414604
beerten_vsc,46,1.99061771697406,2,3,5,0.085095296647475,-0.085095296647475
beerten_vsc,46,1.99061771697406,3,2,5,0.277734362592003,-0.277734362592003
beerten_vsc,47,2.03579636348466,1,2,3,0.304311034157587,-0.304311034157587
beerten_vsc,47,2.03579636348466,2,3,5,0.0850981362902307,-0.0850981362902307
beerten_vsc,47,2.03579636348466,3,2,5,0.277735433892584,-0.277735433892584
beerten_vsc,48,2.08090993458524,1,2,3,0.304309959953031,-0.304309959953031
beerten_vsc,48,2.08090993458524,2,3,5,0.0851010269198434,-0.0851010269198434
beerten_vsc,48,2.08090993458524,3,2,5,0.277736524428771,-0.277736524428771
beerten_vsc,49,2.12595636117513,1,2,3,0.304308866222085,-0.304308866222085
beerten_vsc,49,2.12595636117513,2,3,5,0.0851039700939841,-0.0851039700939841
beerten_vsc,49,2.12595636117513,3,2,5,0.277737634788223,-0.277737634788223
beerten_vsc,50,2.17093347924085,1,2,3,0.304307804497194,-0.304307804497194
beerten_vsc,50,2.17093347924085,2,3,5,0.0851068271414786,-0.0851068271414786
beerten_vsc,50,2.17093347924085,3,2,5,0.277738712655026,-0.277738712655026
beerten_vsc,51,2.21585384385736,1,2,3,0.304306672252456,-0.304306672252456
beerten_vsc,51,2.21585384385736,2,3,5,0.0851098739542498,-0.0851098739542498
beerten_vsc,51,2.21585384385736,3,2,5,0.277739862113801,-0.277739862113801
beerten_vsc,52,2.26070087176129,1,2,3,0.304305518696334,-0.304305518696334
beerten_vsc,52,2.26070087176129,2,3,5,0.0851129781148764,-0.0851129781148764
beerten_vsc,52,2.26070087176129,3,2,5,0.277741033207974,-0.277741033207974
beerten_vsc,53,2.30547211499076,1,2,3,0.304304343142381,-0.304304343142381
beerten_vsc,53,2.30547211499076,2,3,5,0.0851161414705518,-0.0851161414705518
beerten_vsc,53,2.30547211499076,3,2,5,0.277742226634426,-0.277742226634426
beerten_vsc,54,2.35016500647105,1,2,3,0.304293335432172,-0.304293335432172
beerten_vsc,54,2.35016500647105,2,3,5,0.0851277992248031,-0.0851277992248031
beerten_vsc,54,2.35016500647105,3,2,5,0.27774174367711,-0.27774174367711
beerten_vsc,55,2.38935321253561,1,2,3,0.304280519697818,-0.304280519697818
beerten_vsc,55,2.38935321253561,2,3,5,0.0851408828763332,-0.0851408828763332
beerten_vsc,55,2.38935321253561,3,2,5,0.277740864106177,-0.277740864106177
beerten_vsc,56,2.42801877288693,1,2,3,0.304268253092455,-0.304268253092455
beerten_vsc,56,2.42801877288693,2,3,5,0.0851534810855775,-0.0851534810855775
beerten_vsc,56,2.42801877288693,3,2,5,0.277740071005118,-0.277740071005118
beerten_vsc,57,2.46618802429249,1,2,3,0.304254517055528,-0.304254517055528
beerten_vsc,57,2.46618802429249,2,3,5,0.0851676209828322,-0.0851676209828322
beerten_vsc,57,2.46618802429249,3,2,5,0.277739204011132,-0.277739204011132
beerten_vsc,58,2.50375227409579,1,2,3,0.304228767840598,-0.304228767840598
beerten_vsc,58,2.50375227409579,2,3,5,0.085193841862201,-0.085193841862201
beerten_vsc,58,2.50375227409579,3,2,5,0.277737393545198,-0.277737393545198
beerten_vsc,59,2.5403306887546,1,2,3,0.304214870798968,-0.304214870798968
beerten_vsc,59,2.5403306887546,2,3,5,0.0852083556192351,-0.0852083556192351
beerten_vsc,59,2.5403306887546,3,2,5,0.277736651456771,-0.277736651456771
beerten_vsc,60,2.57626155992141,1,2,3,0.304199076544537,-0.304199076544537
beerten_vsc,60,2.57626155992141,2,3,5,0.0852248999564423,-0.0852248999564423
beerten_vsc,60,2.57626155992141,3,2,5,0.277735839972222,-0.277735839972222
beerten_vsc,61,2.61139017132408,1,2,3,0.30418261848954,-0.30418261848954
beerten_vsc,61,2.61139017132408,2,3,5,0.08524223430204,-0.08524223430204
beerten_vsc,61,2.61139017132408,3,2,5,0.277735055830832,-0.277735055830832
beerten_vsc,62,2.64564391760841,1,2,3,0.304167185908716,-0.304167185908716
beerten_vsc,62,2.64564391760841,2,3,5,0.0852586145037993,-0.0852586145037993
beerten_vsc,62,2.64564391760841,3,2,5,0.277734402275209,-0.277734402275209
beerten_vsc,63,2.67908031877032,1,2,3,0.304149384763215,-0.304149384763215
beerten_vsc,63,2.67908031877032,2,3,5,0.0852775787284082,-0.0852775787284082
beerten_vsc,63,2.67908031877032,3,2,5,0.277733693854439,-0.277733693854439
beerten_vsc,64,2.71148973302085,1,2,3,0.304115867272014,-0.304115867272014
beerten_vsc,64,2.71148973302085,2,3,5,0.0853131049434356,-0.0853131049434356
beerten_vsc,64,2.71148973302085,3,2,5,0.27773224237157,-0.27773224237157
beerten_vsc,65,2.74210601831454,1,2,3,0.304095778364358,-0.304095778364358
beerten_vsc,65,2.74210601831454,2,3,5,0.0853348925276053,-0.0853348925276053
beerten_vsc,65,2.74210601831454,3,2,5,0.277731693493576,-0.277731693493576
beerten_vsc,66,2.77142345334457,1,2,3,0.304074756152619,-0.304074756152619
beerten_vsc,66,2.77142345334457,2,3,5,0.0853578639758358,-0.0853578639758358
beerten_vsc,66,2.77142345334457,3,2,5,0.277731230508574,-0.277731230508574
beerten_vsc,67,2.7993212496859,1,2,3,0.304052747766266,-0.304052747766266
beerten_vsc,67,2.7993212496859,2,3,5,0.0853821053084398,-0.0853821053084398
beerten_vsc,67,2.7993212496859,3,2,5,0.277730870584394,-0.277730870584394
beerten_vsc,68,2.8256695601568,1,2,3,0.304029700811113,-0.304029700811113
beerten_vsc,68,2.8256695601568,2,3,5,0.085407706264564,-0.085407706264564
beerten_vsc,68,2.8256695601568,3,2,5,0.277730633650638,-0.277730633650638
beerten_vsc,69,2.85033044007157,1,2,3,0.303979722071951,-0.303979722071951
beerten_vsc,69,2.85033044007157,2,3,5,0.0854633237571704,-0.0854633237571704
beerten_vsc,69,2.85033044007157,3,2,5,0.27773018490307,-0.27773018490307
beerten_vsc,70,2.871463674602,1,2,3,0.303953185335771,-0.303953185335771
beerten_vsc,70,2.871463674602,2,3,5,0.0854936301471976,-0.0854936301471976
beerten_vsc,70,2.871463674602,3,2,5,0.27773045005362,-0.27773045005362
beerten_vsc,71,2.89046473589026,1,2,3,0.303925411309345,-0.303925411309345
beerten_vsc,71,2.89046473589026,2,3,5,0.0855256934761923,-0.0855256934761923
beerten_vsc,71,2.89046473589026,3,2,5,0.277730950744618,-0.277730950744618
beerten_vsc,72,2.90718394113907,1,2,3,0.303896372837132,-0.303896372837132
beerten_vsc,72,2.90718394113907,2,3,5,0.0855596030683141,-0.0855596030683141
beerten_vsc,72,2.90718394113907,3,2,5,0.27773172509048,-0.27773172509048
beerten_vsc,73,2.91464090596082,1,2,3,0.303830726560508,-0.303830726560508
beerten_vsc,73,2.91464090596082,2,3,5,0.0856369378318204,-0.0856369378318204
beerten_vsc,73,2.91464090596082,3,2,5,0.277733914675585,-0.277733914675585
beerten_vsc,74,2.92369948007252,1,2,3,0.303797548842223,-0.303797548842223
beerten_vsc,74,2.92369948007252,2,3,5,0.0856772190169068,-0.0856772190169068
beerten_vsc,74,2.92369948007252,3,2,5,0.277735797540707,-0.277735797540707
beerten_vsc,75,2.92999530031736,1,2,3,0.303763102936501,-0.303763102936501
beerten_vsc,75,2.92999530031736,2,3,5,0.0857196521852918,-0.0857196521852918
beerten_vsc,75,2.92999530031736,3,2,5,0.277738149733084,-0.277738149733084
beerten_vsc,76,2.93058505271814,1,2,3,0.303758712531148,-0.303758712531148
beerten_vsc,76,2.93058505271814,2,3,5,0.0857251064680074,-0.0857251064680074
beerten_vsc,76,2.93058505271814,3,2,5,0.277738479286377,-0.277738479286377
beerten_vsc,77,2.93060719857674,1,2,3,0.303758540645601,-0.303758540645601
beerten_vsc,77,2.93060719857674,2,3,5,0.0857253202180206,-0.0857253202180206
beerten_vsc,77,2.93060719857674,3,2,5,0.27773849232696,-0.27773849232696
beerten_vsc,78,2.93061410869532,1,2,3,0.303758486926838,-0.303758486926838
beerten_vsc,78,2.93061410869532,2,3,5,0.0857253870230522,-0.0857253870230522
beerten_vsc,78,2.93061410869532,3,2,5,0.27773849640412,-0.27773849640412
beerten_vsc,79,2.93061842342854,1,2,3,0.303758453350835,-0.303758453350835
beerten_vsc,79,2.93061842342854,2,3,5,0.0857254287793857,-0.0857254287793857
beerten_vsc,79,2.93061842342854,3,2,5,0.277738498953117,-0.277738498953117
beerten_vsc,80,2.9306190972061,1,2,3,0.303758448104409,-0.303758448104409
beerten_vsc,80,2.9306190972061,2,3,5,0.0857254353041242,-0.0857254353041242
beerten_vsc,80,2.9306190972061,3,2,5,0.277738499351471,-0.277738499351471
beerten_vsc,81,2.93061920247409,1,2,3,0.303758447284649,-0.303758447284649
beerten_vsc,81,2.93061920247409,2,3,5,0.0857254363236243,-0.0857254363236243
beerten_vsc,81,2.93061920247409,3,2,5,0.277738499413716,-0.277738499413716
beerten_vsc,82,2.93061921892198,1,2,3,0.303758447156558,-0.303758447156558
beerten_vsc,82,2.93061921892198,2,3,5,0.0857254364829226,-0.0857254364829226
beerten_vsc,82,2.93061921892198,3,2,5,0.27773849942344,-0.27773849942344
