set_name,bus_i,base_kv,vm_initial,vm_final,vm_min
genq_regulated_buses,476,0.4,nan,nan,nan
genq_regulated_buses,478,0.4,1.04,1.04,1.04
genq_regulated_buses,491,11.5,1.03,1.03,1.03
genq_regulated_buses,493,11.5,1.03,1.03,1.03
genq_regulated_buses,523,11,nan,nan,nan
genq_regulated_buses,525,11,nan,nan,nan
genq_regulated_buses,536,11,1,1,1
genq_regulated_buses,601,0.7,1.00622610242,0.968600927136,0.968600927136
genq_regulated_buses,602,0.6,1,1,1
genq_regulated_buses,604,6,1.04,1.01521624859,1.01521624859
genq_regulated_buses,605,0.7,1.00408212797,0.98713611653,0.98713611653
genq_regulated_buses,607,10.4,1,1,1
genq_regulated_buses,608,0.7,1,1,1
genq_regulated_buses,609,0.7,1,1,1
genq_regulated_buses,618,0.4,1,1,1
genq_regulated_buses,619,11,1,1,1
genq_regulated_buses,620,6.3,1.04,1.04,1.04
genq_regulated_buses,650,0.7,1.02,1.02,1.02
genq_regulated_buses,651,0.7,1,1,1
genq_regulated_buses,652,0.6,1,1,1
genq_regulated_buses,654,0.7,1.04339154461,1.00859909629,1.00859909629
genq_regulated_buses,656,0.7,1.03638200441,0.78242611361,0.78242611361
genq_regulated_buses,657,0.7,1.02,0.625701457864,0.625701457864
genq_regulated_buses,658,0.7,1.02,1.02,1.02
genq_regulated_buses,659,0.4,1,1,1
genq_regulated_buses,661,11,1.05,0.964585720865,0.964585720865
genq_regulated_buses,662,11,1.04264691833,0.954615890559,0.954615890559
genq_regulated_buses,663,0.4,1.10675416863,1.07780008016,1.07780008016
genq_regulated_buses,664,0.58,0.967341826714,0.947358985574,0.947358985574
genq_regulated_buses,665,0.7,1.04503556935,0.772757229829,0.772757229829
genq_regulated_buses,670,10.5,nan,nan,nan
genq_regulated_buses,671,10.5,nan,nan,nan
genq_regulated_buses,675,0.69,1.01505604,0.984586250459,0.984586250459
genq_regulated_buses,676,0.69,0.995785628,0.995785628,0.995785628
genq_regulated_buses,679,0.7,1.03,1.03,1.03
genq_regulated_buses,680,0.7,1.03,1.03,1.03
genq_regulated_buses,684,0.7,1.03,1.03,1.03
genq_regulated_buses,685,0.7,1.03,1.03,1.03
genq_regulated_buses,686,0.7,1.03,1.03,1.03
genq_regulated_buses,687,0.6,1.03,1.03,1.03
genq_regulated_buses,688,0.7,1,1,1
genq_regulated_buses,691,0.7,1.02,1.02,1.02
genq_regulated_buses,692,0.7,1.02,1.02,1.02
ultc_terminal_buses,10,500,1.02890173682,1.00184821801,1.00184821801
ultc_terminal_buses,12,500,1.01669444718,1.00530660273,0.972831102623
ultc_terminal_buses,15,500,1.01168427886,0.98842287439,0.957285975123
ultc_terminal_buses,19,500,1.0092234272,0.980777663278,0.950258425994
ultc_terminal_buses,100,330,1.04769424869,1.01248449586,1.01248449586
ultc_terminal_buses,102,13.8,1.04,1.04,1.04
ultc_terminal_buses,104,13.8,1.04,1.04,1.04
ultc_terminal_buses,106,13.8,1.04,1.04,1.04
ultc_terminal_buses,108,13.8,1.04,1.04,1.04
ultc_terminal_buses,115,220,1.02242912486,0.954615125394,0.950754843001
ultc_terminal_buses,117,220,1.01552309681,0.949606009678,0.945664852054
ultc_terminal_buses,190,10.5,1.06914851442,0.829653872759,0.829653872759
ultc_terminal_buses,191,10.5,1.07848420922,0.841363990364,0.841363990364
ultc_terminal_buses,192,10.5,1.01157874209,0.755220970601,0.755220970601
ultc_terminal_buses,200,330,1.01399588665,0.842555399204,0.842555399204
ultc_terminal_buses,207,11,1.02737066322,0.683476966166,0.683476966166
ultc_terminal_buses,208,11,1.02737066322,0.683476966166,0.683476966166
ultc_terminal_buses,209,11,1.02737066322,0.683476966166,0.683476966166
ultc_terminal_buses,210,330,1.01394339218,0.840545709264,0.840545709264
ultc_terminal_buses,211,330,1.01394386285,0.840587777792,0.840587777792
ultc_terminal_buses,212,33,1.02751263654,0.683720711976,0.683720711976
ultc_terminal_buses,213,330,1.0135308991,0.838482811276,0.838482811276
ultc_terminal_buses,216,33,1.02737066322,0.683476966166,0.683476966166
ultc_terminal_buses,218,33,1.02744164233,0.68359880566,0.68359880566
ultc_terminal_buses,219,13.2,1.02744164233,0.68359880566,0.68359880566
ultc_terminal_buses,220,132,1.04075155381,0.798935954216,0.798935954216
ultc_terminal_buses,221,132,1.04134254825,1.02075028403,1.02075028403
ultc_terminal_buses,222,33,1.00573186383,0.753703187082,0.753703187082
ultc_terminal_buses,223,132,1.04461862009,1.02905552812,1.02905552812
ultc_terminal_buses,224,330,1.01402397447,0.842894409995,0.842894409995
ultc_terminal_buses,226,132,1.04813025635,1.03060380149,1.03060380149
ultc_terminal_buses,240,132,1.00640789396,0.849829189788,0.849829189788
ultc_terminal_buses,242,13.2,0.966664655532,0.792622212017,0.792622212017
ultc_terminal_buses,244,33,0.969336306939,0.799739354348,0.799739354348
ultc_terminal_buses,246,132,1.04122418803,1.02309937337,1.02309937337
ultc_terminal_buses,250,132,1.03259797355,0.930851025501,0.930851025501
ultc_terminal_buses,251,13.2,1.04,0.942806612053,0.942806612053
ultc_terminal_buses,253,132,1.01753618412,0.752023901393,0.752023901393
ultc_terminal_buses,254,33,1.0260509718,0.769640085154,0.769640085154
ultc_terminal_buses,255,33,1.01622147757,0.678500803813,0.678500803813
ultc_terminal_buses,256,33,1.03011567796,0.774842443295,0.774842443295
